date,symbol,open,high,low,close,volume,avg_spread,ticks
2026-03-25,QQQ,589.77,591.7,585.71,586.63,1577480,0.0373606417199395,24563
2026-03-25,SPY,658.12,660.85,654.25,655.13,1940657,0.030192767693822994,35547
2026-03-25,TSLA,389.8,396.23,385.01,385.86,926754,0.1570321430444127,19071
2026-03-26,GOOGL,288.5,288.5,278.6,281.48,1287413,0.37900094815110474,20039
2026-03-26,MSFT,370.0,374.695,365.03,366.37,1285437,0.19919045444165373,26274
2026-03-26,QQQ,585.43,585.43,573.26,576.2,3420632,0.06538946296335568,47129
2026-03-26,SPY,652.69,654.82,644.73,647.09,1665594,0.033703612681247774,28564
2026-03-26,TSLA,383.0,384.4,371.37,374.34,948698,0.27023482769136914,19674
2026-03-27,GOOGL,282.44,282.44,273.0,273.0,894848,0.37590132422041733,14048
2026-03-27,MSFT,365.97,365.97,356.5,356.7,1284925,0.30907460917240887,26994
2026-03-27,QQQ,575.9,576.12,560.23,560.4,2945188,0.020056823092213075,46284
2026-03-27,SPY,647.58,647.58,632.34,632.63,2381486,0.030142431355998704,37913
2026-03-27,TSLA,374.0,374.0,359.47,360.5,1303405,0.1509105503643024,24293
2026-03-30,GOOGL,275.0,277.0,272.0,272.0,856233,0.34282262626262755,12375
2026-03-30,MSFT,360.0,365.34,356.29,358.8,1630470,0.1428260280162666,33195
2026-03-30,QQQ,564.49,568.05,555.57,555.65,1549036,0.02741030504188451,25308
2026-03-30,SPY,636.54,641.14,629.29,630.36,2654074,0.024598280335356118,46637
2026-03-30,TSLA,364.21,367.29,352.14,352.37,1608040,0.21801719049726884,27108
2026-03-31,GOOGL,277.5,288.08,277.095,287.66,1389228,0.23608700656001952,17378
2026-03-31,MSFT,363.5,372.9,363.11,372.55,1100567,0.36684167980275756,24741
2026-03-31,QQQ,563.88,580.07,561.02,580.07,2107938,0.034824215514099074,30179
2026-03-31,SPY,638.52,651.78,635.86,651.78,3831669,0.030438970046538935,55653
2026-03-31,TSLA,360.2,375.0,355.9,375.0,1224092,0.27276366592156004,24605
2026-04-01,GOOGL,291.9,300.515,289.24,297.14,1363932,0.3547829716193647,17972
2026-04-01,MSFT,374.51,376.3,368.28,369.25,726318,0.46594764517603937,17496
2026-04-01,QQQ,581.13,587.73,579.59,584.16,2415432,0.02675192147901968,38512
2026-04-01,SPY,653.13,658.52,652.32,655.0,2196857,0.048670235033789845,33444
2026-04-01,TSLA,377.0,383.13,374.12,380.36,1350094,0.2228561982013754,22684
2026-04-02,GOOGL,291.76,298.06,288.11,296.1,666037,0.3318205590622185,11091
2026-04-02,MSFT,366.05,374.0,364.0,373.25,595962,0.5564510029040312,14807
2026-04-02,QQQ,576.63,586.06,571.7,584.86,969610,0.051181860745100755,14951
2026-04-02,SPY,648.58,658.1,644.26,655.83,1897380,0.046499264345267556,30591
2026-04-02,TSLA,373.04,373.31,359.06,361.22,2114999,0.19017719547883072,37247
2026-04-06,GOOGL,298.83,300.61,295.2,300.16,394321,0.7116358381502875,6921
2026-04-06,MSFT,376.49,376.55,369.55,372.0,508948,0.33011492310292306,11834
2026-04-06,QQQ,587.46,590.58,584.69,587.16,602453,0.05234304343253628,9509
2026-04-06,SPY,657.67,659.62,655.52,658.87,1420779,0.04747250888174678,17735
2026-04-06,TSLA,365.66,367.67,346.65,349.9,1639873,0.14827961186705257,35864
2026-04-07,GOOGL,304.47,315.6,297.75,314.9,616002,0.6104535324270117,8974
2026-04-07,MSFT,372.42,382.38,366.56,381.48,659605,0.46822601436375766,16291
2026-04-07,QQQ,586.89,605.87,578.415,604.51,1214390,0.0767580340264644,20132
2026-04-07,SPY,658.21,674.85,651.06,673.7,2274905,0.0997763695980544,27307
2026-04-07,TSLA,351.21,361.8,337.25,361.5,1531881,0.24820711912065477,31296
2026-04-08,GOOGL,317.1,322.015,315.04,317.26,915612,0.3142976337026408,14622
2026-04-08,MSFT,384.5,385.8,371.415,374.1,873265,0.25490235153447555,22581
2026-04-08,QQQ,607.42,609.95,602.15,604.49,1031684,0.05362449429937526,16369
2026-04-08,SPY,675.51,678.12,671.55,675.47,2764319,0.049359368938316946,38665
2026-04-08,TSLA,364.6,364.6,339.69,341.03,1432106,0.17386734762448636,29762
2026-04-09,GOOGL,315.81,319.52,311.105,318.83,660441,0.35027763226820324,11454
2026-04-09,MSFT,374.0,374.57,367.07,373.1,912750,0.268947322135256,22742
2026-04-09,QQQ,603.64,610.5,603.01,609.53,899722,0.045691841234839346,14513
2026-04-09,SPY,673.62,681.12,672.9,678.7,1736366,0.033613478226878574,25582
2026-04-09,TSLA,340.8,348.88,337.25,344.92,983659,0.43311266924564784,20680
2026-04-10,GOOGL,319.45,321.83,316.32,317.63,702801,0.16870434376459612,10705
2026-04-10,MSFT,374.32,375.63,370.03,371.68,1043761,0.1772135188202368,23937
2026-04-10,QQQ,609.94,613.67,609.07,612.02,791126,0.043498757436553674,13281
2026-04-10,SPY,679.42,682.03,678.47,680.5,1194904,0.03476321936717008,18836
2026-04-10,TSLA,346.2,352.06,342.75,351.2,756709,0.26840045346577457,18524
2026-04-13,GOOGL,315.27,321.63,315.27,321.34,767647,0.39345746649885416,13509
2026-04-13,MSFT,369.87,387.0,367.6,387.0,1210516,0.23957676775675027,25258
2026-04-13,QQQ,606.94,618.85,606.13,618.85,770154,0.0440998033891967,10683
2026-04-13,SPY,675.33,686.81,674.36,686.81,1615483,0.03301001223213836,22073
2026-04-13,TSLA,347.0,356.32,345.66,353.42,834003,0.42596566766755506,17651
2026-04-14,GOOGL,325.0,333.28,323.82,333.0,892773,0.3017085612439305,16271
2026-04-14,MSFT,387.6,394.66,386.58,394.25,1142829,0.1985614990505524,27911
2026-04-14,QQQ,619.23,629.26,619.23,629.26,1470153,0.03461095938171721,17209
2026-04-14,SPY,687.29,695.02,686.88,695.02,1918912,0.026096671079396217,30971
2026-04-14,TSLA,358.1,367.605,354.95,365.25,972226,0.36888705025767105,21151
2026-04-15,GOOGL,331.35,337.47,330.965,336.44,1022562,0.18246094208857086,17026
2026-04-15,MSFT,396.6,415.05,396.02,415.05,1207100,0.22311481670061037,31424
2026-04-15,QQQ,628.91,638.24,627.03,638.24,1286385,0.029241026161020842,19725
2026-04-15,SPY,694.31,700.36,693.08,700.36,2075190,0.02655273879583493,30931
2026-04-15,TSLA,367.29,394.635,362.51,394.0,2215039,0.18672394644912482,49523
2026-04-16,GOOGL,337.56,339.85,334.52,336.29,636924,0.18360785581508202,12374
2026-04-16,MSFT,417.5,420.95,412.15,420.95,1208038,0.2153765628467859,27034
2026-04-16,QQQ,639.55,642.18,635.3,640.05,965001,0.033385748407643134,15088
2026-04-16,SPY,700.94,702.78,698.54,702.08,1749040,0.028139543963766587,25612
2026-04-16,TSLA,397.03,398.25,381.82,388.0,912244,0.4651076166212766,22766
2026-04-17,GOOGL,336.25,342.32,336.06,341.06,754068,0.21340817963111458,13717
2026-04-17,MSFT,422.0,431.58,420.72,422.5,1331837,0.1821434638980652,31785
2026-04-17,QQQ,640.65,650.0,640.65,649.17,1339765,0.04464791541990832,20052
2026-04-17,SPY,702.83,712.36,702.83,710.31,1645229,0.040083076673691584,24685
2026-04-17,TSLA,387.84,409.28,387.84,401.19,1412283,0.46381714802975793,35351
2026-04-20,GOOGL,338.43,341.27,336.62,337.38,593901,0.32081276947069104,10926
2026-04-20,MSFT,417.5,423.11,416.35,417.51,559241,0.4052719610167244,15187
2026-04-20,QQQ,644.9,648.745,642.525,648.24,979022,0.04001191806331374,13425
2026-04-20,SPY,706.05,709.905,705.37,709.25,1210281,0.029337435603894065,20964
2026-04-20,TSLA,396.9,406.72,388.35,392.6,1006916,0.5145230403624071,26931
2026-04-21,GOOGL,338.0,339.34,331.46,333.9,738882,0.2502554686252597,12527
2026-04-21,MSFT,419.5,427.18,417.27,425.51,994841,0.4578611807710282,23527
2026-04-21,QQQ,648.52,650.43,642.22,647.4,1051418,0.06096583328499221,17239
2026-04-21,SPY,709.86,712.18,702.67,707.0,1666907,0.03724814871953196,25963
2026-04-21,TSLA,394.3,396.54,385.25,388.85,734611,0.6029015876409901,18707
2026-04-22,GOOGL,335.62,339.815,335.22,338.47,622339,0.31479103214890014,11820
2026-04-22,MSFT,428.0,433.87,423.69,427.0,799913,0.2969964732595787,20699
2026-04-22,QQQ,649.04,656.02,648.02,655.34,955832,0.03503811757806733,13643
2026-04-22,SPY,708.51,711.44,707.5,710.23,1333717,0.03992536262498168,21304
2026-04-22,TSLA,390.35,406.58,377.55,386.45,983405,0.492153102401215,25029
2026-04-23,GOOGL,336.64,341.955,336.16,338.32,746876,0.3642030528931483,14086
2026-04-23,MSFT,426.09,426.09,411.42,418.01,945032,0.6214560691370954,22911
2026-04-23,QQQ,652.71,656.92,645.52,655.0,868611,0.21260267364939245,14517
2026-04-23,SPY,708.41,712.36,702.34,709.3,1847076,0.040865993898146186,29840
2026-04-23,TSLA,380.0,385.3,368.4,372.9,1425077,0.5782510885341067,33072
2026-04-24,GOOGL,339.15,345.25,335.405,343.84,1075459,0.33884834015461607,17594
2026-04-24,MSFT,418.47,424.84,415.99,423.84,692801,0.40118179532310694,15908
2026-04-24,QQQ,656.34,664.45,655.17,664.02,1286443,0.03977180982283007,17855
2026-04-24,SPY,709.4,714.46,708.21,713.81,1381956,0.04573139572021579,18787
2026-04-24,TSLA,375.86,382.7,370.735,375.25,1076801,0.4535671869052166,26270
2026-04-27,GOOGL,344.47,353.17,342.82,351.7,1339509,0.29145332757130504,23169
2026-04-27,MSFT,423.88,428.0,408.88,425.1,772269,0.44112369871402196,16330
2026-04-27,QQQ,663.46,665.58,660.7,665.0,879042,0.04140371688414479,12649
2026-04-27,SPY,712.96,716.32,712.33,716.31,1541216,0.028553279950723785,25976
2026-04-27,TSLA,375.2,380.75,364.04,377.75,1062442,0.3895256144738384,25591
2026-04-28,GOOGL,352.0,352.42,346.125,349.0,1011786,0.4045465472027968,18305
2026-04-28,MSFT,423.0,429.9,418.5,428.0,806425,0.46277115951894615,17628
2026-04-28,QQQ,661.25,662.16,653.81,659.49,1017255,0.06059132522887676,13326
2026-04-28,SPY,714.32,714.67,709.25,712.15,1522513,0.03250260914941816,23000
2026-04-28,TSLA,375.0,382.28,372.25,377.87,848287,0.5288704491235351,19282
2026-04-29,GOOGL,348.01,376.15,344.23,374.66,1072705,0.38706703623857885,20376
2026-04-29,MSFT,428.45,444.7,408.19,424.8,874368,1.4762465676920933,21507
2026-04-29,QQQ,659.59,666.43,655.83,666.43,907789,0.04679905913978599,14887
2026-04-29,SPY,712.17,713.52,708.16,713.49,1115333,0.04200703844071414,18489
2026-04-29,TSLA,376.33,377.4,370.05,373.0,762697,0.5974438233650097,17890
2026-04-30,GOOGL,371.83,385.85,365.87,384.9,2369453,0.48134879433312316,41299
2026-04-30,MSFT,419.1,421.97,398.01,409.0,2590031,0.6189742517019736,52604
2026-04-30,QQQ,662.35,669.14,657.58,668.32,1191594,0.03641493729885699,18028
2026-04-30,SPY,711.16,720.34,710.465,720.34,2358924,0.02782072705489211,31726
2026-04-30,TSLA,373.2,384.715,368.18,381.09,885296,0.444978515799839,22355
2026-05-01,GOOGL,386.88,386.88,379.08,385.5,1381493,0.43686755833626073,31327
2026-05-01,MSFT,409.01,417.1,408.7,413.3,1053393,0.4689856562164175,21403
2026-05-01,QQQ,668.26,675.96,667.05,672.93,983390,0.04558408309560346,13671
2026-05-01,SPY,719.9,724.85,719.57,720.2,1768409,0.030404957486669545,27756
2026-05-01,TSLA,380.9,397.81,378.88,391.4,1075985,0.5301936082235191,25877
2026-05-04,GOOGL,386.73,388.0,379.8,382.95,989926,0.33573467714712896,20737
2026-05-04,MSFT,413.35,420.76,410.85,413.3,879665,0.6461771013128286,19119
2026-05-04,QQQ,675.74,676.725,668.92,672.01,669781,0.0659721989616474,11944
2026-05-04,SPY,721.32,722.12,715.01,717.76,1462907,0.04267952522255134,23599
2026-05-04,TSLA,392.46,394.58,384.84,391.71,672962,0.5854656649695766,16106
2026-05-05,GOOGL,384.99,398.96,384.05,395.0,1029240,0.41279520901831795,21291
2026-05-05,MSFT,415.69,416.635,408.82,409.66,719153,0.37981917839181606,17697
2026-05-05,QQQ,675.54,688.0,675.54,687.04,663072,0.06797181195096018,10360
2026-05-05,SPY,720.19,726.79,720.19,726.42,1516624,0.027564910189836075,23501
2026-05-05,TSLA,393.2,402.12,386.0,387.3,817262,0.2597810886156941,21881
2026-05-06,GOOGL,394.45,399.83,392.82,397.69,1165319,0.4071986089644512,28468
2026-05-06,MSFT,408.0,418.35,405.15,413.77,841497,0.5135944824613379,18559
2026-05-06,QQQ,686.76,697.59,686.46,694.77,1132797,0.05079766170092419,15911
2026-05-06,SPY,726.1,734.6,725.84,732.86,2029572,0.040852158198373296,28778
2026-05-06,TSLA,387.53,401.67,384.08,397.4,1040397,0.45796673612718924,25914
2026-05-07,GOOGL,399.9,403.06,392.69,396.6,927285,0.30113956568859696,24918
2026-05-07,MSFT,414.7,427.98,414.3,420.0,814688,0.41920132686909845,19595
2026-05-07,QQQ,697.52,701.23,691.0,694.74,1111211,0.050904806269523505,18247
2026-05-07,SPY,735.17,736.11,729.65,730.2,1528588,0.040013572427408696,24325
2026-05-07,TSLA,400.1,415.83,400.0,409.12,1257850,0.5610430147373224,35081
2026-05-08,GOOGL,400.0,402.0,396.4,399.96,956031,0.25050303892409076,23199
2026-05-08,MSFT,420.8,421.6,414.0,415.07,915591,0.3598239167049444,19593
2026-05-08,QQQ,698.77,712.34,698.68,712.34,1135334,0.054541599101908256,16037
2026-05-08,SPY,734.0,738.03,734.0,737.62,1635857,0.03177156892846192,26058
2026-05-08,TSLA,413.86,431.19,413.86,427.95,1444863,0.20391401173758103,38168
2026-05-11,GOOGL,398.0,398.0,388.51,389.33,976140,0.27493664491685943,23755
2026-05-11,MSFT,413.59,413.59,405.51,411.85,756253,0.4233389534883723,17200
2026-05-11,QQQ,710.65,714.55,708.93,713.56,898204,0.0632641533384101,15756
2026-05-11,SPY,736.58,740.73,735.79,739.45,1805705,0.028968506948871986,31381
2026-05-11,TSLA,426.0,449.15,416.81,444.07,1726955,0.2806922085530169,42675
2026-05-12,GOOGL,386.0,390.8,382.78,390.8,930139,0.37183752724390834,25236
2026-05-12,MSFT,410.62,415.44,406.65,407.66,968289,0.40433263044551165,22289
2026-05-12,QQQ,708.86,710.12,696.64,704.96,1315927,0.053350353847532304,22341
2026-05-12,SPY,736.29,738.84,731.83,737.43,1894716,0.032936403652847036,30442
2026-05-12,TSLA,438.26,447.8,422.3,430.75,1155134,0.580386513706397,29986
2026-05-13,GOOGL,389.09,403.7,385.0,402.6,1056493,0.3060557423272971,27663
2026-05-13,MSFT,408.05,408.07,401.03,404.21,842149,0.3918502792264734,21667
2026-05-13,QQQ,712.01,718.54,704.86,717.89,1042012,0.050062686742047446,17093
2026-05-13,SPY,740.18,743.9,735.505,743.64,1378572,0.035116157537176514,21059
2026-05-13,TSLA,437.71,453.39,430.26,448.56,1145098,0.6003058510638293,31584
2026-05-14,GOOGL,404.2,404.2,395.85,400.34,921622,0.5232296206618249,24786
2026-05-14,MSFT,404.05,411.795,400.89,408.3,875981,0.41236434918975623,19130
2026-05-14,QQQ,716.95,722.01,714.05,720.25,951964,0.07194575194163479,16998
2026-05-14,SPY,743.64,749.5,743.6,748.05,1236883,0.060185447403278906,21896
2026-05-14,TSLA,448.2,451.96,441.2,442.5,826048,0.36184758430465336,22478
2026-05-15,GOOGL,393.8,399.525,392.83,396.49,614421,0.4848069140941151,17298
2026-05-15,MSFT,408.8,428.155,408.8,419.8,1247611,0.48795395196586805,27189
2026-05-15,QQQ,712.74,715.13,705.55,707.55,1231338,0.08811986584358188,20574
2026-05-15,SPY,743.24,743.44,737.24,737.61,1540436,0.05051862278042379,27717
2026-05-15,TSLA,433.6,435.83,418.0,418.3,952774,0.34701263461375353,23586
2026-05-18,GOOGL,396.28,408.57,394.62,399.0,994043,0.4358831045560754,27392
2026-05-18,MSFT,420.0,425.1,415.61,423.5,694876,0.76065571901015,17538
2026-05-18,QQQ,707.16,713.3,698.85,706.2,1010255,0.12889605647516986,16432
2026-05-18,SPY,736.36,741.38,733.42,738.17,1551145,0.05008845893247018,26568
2026-05-18,TSLA,417.0,421.0,405.37,410.15,1186927,0.3887758383096009,26124
2026-05-19,GOOGL,398.81,401.09,386.11,387.49,1096894,0.5274495050951457,27379
2026-05-19,MSFT,424.0,432.68,416.14,416.8,817803,0.555215414706348,18917
2026-05-19,QQQ,706.23,706.45,695.25,703.2,1126851,0.08177245994727239,19724
2026-05-19,SPY,738.19,738.29,731.56,733.01,2058068,0.04590640012397353,32272
2026-05-19,TSLA,409.0,409.0,393.66,404.9,991215,0.33297505455479,23371
2026-05-20,GOOGL,389.08,393.72,382.94,387.99,1278152,0.3923830354396627,29261
2026-05-20,MSFT,417.21,422.0,411.31,418.44,895340,0.49368652920337963,22018
2026-05-20,QQQ,704.68,713.1,703.76,708.0,917472,0.06602570694087542,15560
2026-05-20,SPY,735.44,741.8,733.9,738.29,1443550,0.04040199414417942,25282
2026-05-20,TSLA,405.15,418.34,405.15,415.15,857222,0.28363137445361786,20590
2026-05-21,GOOGL,389.6,392.44,383.09,389.45,698667,0.46013474017932393,20187
2026-05-21,MSFT,418.8,433.0,415.71,421.0,837975,0.5133748787584858,20620
2026-05-21,QQQ,711.5,717.26,706.8,717.26,814081,0.09260314404876441,15590
2026-05-21,SPY,740.74,744.84,737.2,743.97,1572260,0.04340047617248032,26465
2026-05-21,TSLA,422.9,426.91,412.91,418.45,960398,0.20515650534255156,23865
2026-05-22,GOOGL,389.67,389.67,381.8,383.1,647877,0.33877975489040774,16972
2026-05-22,MSFT,420.0,424.33,416.34,418.0,597694,0.38332861990950196,14144
2026-05-22,QQQ,718.48,722.015,715.76,717.0,682075,0.07313068051630592,13109
2026-05-22,SPY,745.53,748.94,743.7,743.8,1334651,0.043346088258536315,24051
2026-05-22,TSLA,420.55,431.52,416.02,423.81,924559,0.26160667482089867,22892
2026-05-26,GOOGL,385.71,389.24,382.72,388.0,993703,0.26919110129636575,24456
2026-05-26,MSFT,419.0,419.76,413.045,415.09,833168,0.3652125814465863,21333
2026-05-26,QQQ,722.86,731.17,722.53,730.71,963601,0.048407650650995934,17380
2026-05-26,SPY,749.66,752.12,748.37,750.4,1463217,0.03540838068181812,25347
2026-05-26,TSLA,428.0,437.65,426.12,435.4,900496,0.26271230249718536,23987
2026-05-27,GOOGL,386.6,393.88,385.9,389.0,1082450,0.3837981925752555,30762
2026-05-27,MSFT,414.55,415.94,409.6,415.5,916715,0.28271806663079135,20441
2026-05-27,QQQ,731.99,737.42,725.47,729.59,1136856,0.16447869171378274,16465
2026-05-27,SPY,752.0,753.8,748.24,750.74,1614803,0.03381876041824562,26408
2026-05-27,TSLA,434.7,445.575,434.7,438.0,864456,0.613031992816976,21161
2026-05-28,GOOGL,387.27,392.24,385.2,389.5,1008211,0.31226234249122015,24205
2026-05-28,MSFT,414.31,429.44,412.0,427.5,1468553,0.5183680244331564,30123
2026-05-28,QQQ,727.54,736.62,725.42,736.62,895454,0.05831424108305131,15366
2026-05-28,SPY,750.01,755.55,748.45,755.07,1408781,0.035618748692194446,23901
2026-05-28,TSLA,435.0,443.96,432.7,440.37,689980,0.3029030154849224,18405
2026-05-29,GOOGL,388.1,388.1,378.46,380.34,1208792,0.3892652638840979,28994
2026-05-29,MSFT,428.61,450.3,428.4,448.54,1746820,0.3880738562461123,35366
2026-05-29,QQQ,736.18,741.6,735.29,738.13,946532,0.14836738450211623,16300
2026-05-29,SPY,755.51,758.06,754.71,755.95,1910954,0.03142362482155319,32926
2026-05-29,TSLA,440.6,441.06,428.12,434.42,801067,0.5107621304111746,20259
2026-06-01,GOOGL,378.38,381.0,367.0,368.45,684013,0.41031894042881645,16837
2026-06-01,MSFT,458.48,471.0,451.3,452.0,1772404,0.4304849515563792,38808
2026-06-01,QQQ,741.18,745.62,735.88,740.01,831267,0.13908009361591261,15385
2026-06-01,SPY,758.05,760.26,754.74,757.78,1697343,0.03584432766160835,27234
2026-06-01,TSLA,431.0,431.55,413.5,413.7,785079,0.224173238582199,23078
2026-06-02,GOOGL,368.63,373.55,358.5,362.0,2045341,0.2270660948974806,57599
2026-06-02,MSFT,454.79,454.79,438.0,438.35,1294859,0.397376307419915,30499
2026-06-02,QQQ,741.94,747.29,739.24,745.3,745049,0.06292904790782404,14844
2026-06-02,SPY,757.87,760.4,755.92,759.08,1370515,0.02745072330754792,22890
2026-06-02,TSLA,416.55,424.14,413.69,421.0,669998,0.6057560742642233,16752
2026-06-03,GOOGL,363.82,366.44,356.0,357.99,1761314,0.3326962067982057,38572
2026-06-03,MSFT,437.7,442.9,424.26,427.35,1396131,0.3581238525631968,28324
2026-06-03,QQQ,746.06,748.64,738.0,738.59,1060859,0.05624544592503787,20039
2026-06-03,SPY,759.01,759.23,750.0,750.21,2124029,0.03295521744486933,32475
2026-06-03,TSLA,419.8,433.545,416.17,420.0,798552,0.34268167202572264,20215
2026-06-04,GOOGL,359.15,373.24,357.9,370.4,1560706,0.30408494994104035,43249
2026-06-04,MSFT,429.17,436.09,426.43,428.0,881432,0.5193505921503377,20434
2026-06-04,QQQ,740.65,743.48,732.62,735.8,1038136,0.08864379863427023,18892
2026-06-04,SPY,752.38,758.31,750.22,755.33,1739272,0.058973007668659407,29605
2026-06-04,TSLA,421.1,426.315,416.5,416.95,703689,0.2958505012669387,18154
2026-06-05,GOOGL,369.56,372.065,364.01,364.01,1616097,0.5280741714487946,39557
2026-06-05,MSFT,429.28,430.0,412.5,412.5,995195,0.5612143713679545,21682
2026-06-05,QQQ,732.58,734.88,700.0,701.0,2387598,0.11322046634483957,43920
2026-06-05,SPY,753.21,754.74,733.66,735.48,3253664,0.02881374596544429,52719
2026-06-05,TSLA,416.8,424.65,388.6,391.45,1201020,0.26114322539068846,31035
2026-06-08,GOOGL,363.38,369.59,360.56,363.0,942804,0.41719880249211116,24719
2026-06-08,MSFT,414.51,417.01,408.6,411.0,853589,0.4269161424538114,20189
2026-06-08,QQQ,710.87,723.01,708.83,714.7,1415302,0.07236328661720251,25475
2026-06-08,SPY,739.97,745.32,738.19,738.99,1925381,0.04059692419913698,32902
2026-06-08,TSLA,394.0,412.93,393.0,408.2,1282747,0.3658996754007298,29883
2026-06-09,GOOGL,364.15,372.07,357.39,363.55,1033520,0.5352375161809128,25493
2026-06-09,MSFT,410.41,411.97,398.49,403.5,1150396,0.4515592720118054,24396
2026-06-09,QQQ,719.91,725.64,686.42,705.12,3195281,0.07089605529461165,52376
2026-06-09,SPY,742.3,746.89,722.6,734.7,3965901,0.0677926748367725,57302
2026-06-09,TSLA,409.9,418.5,384.25,395.0,1207700,0.41485412850261233,29478
2026-06-10,GOOGL,360.0,368.52,354.5,354.5,1245133,0.25785808283695805,28876
2026-06-10,MSFT,401.1,405.0,396.78,396.78,889085,0.6608629829504747,20939
2026-06-10,QQQ,703.27,711.28,687.83,691.32,2117454,0.09753785592441876,38105
2026-06-10,SPY,733.67,738.38,721.85,722.01,2621691,0.04230014360938245,41817
2026-06-10,TSLA,391.8,397.06,378.5,379.0,1190871,0.3786879585671122,30121
2026-06-11,GOOGL,357.91,360.27,346.37,360.21,1158094,0.34689679415073177,28448
2026-06-11,MSFT,398.34,398.9,384.0,392.3,1442490,0.4196095654787744,29941
2026-06-11,QQQ,701.7,719.73,695.0,719.37,1679688,0.12074614146387669,31716
2026-06-11,SPY,731.38,740.0,724.46,739.38,3549404,0.03869954337899491,60272
2026-06-11,TSLA,388.2,399.8,380.75,398.9,1007661,0.4015308994846479,23091
2026-06-12,GOOGL,360.86,366.57,354.95,360.82,951474,0.3656939755598888,21031
2026-06-12,MSFT,392.14,394.3,382.28,390.58,1188962,0.405019832189168,26221
2026-06-12,QQQ,715.67,723.98,711.35,722.9,1325159,0.09745973589802258,26207
2026-06-12,SPY,739.22,744.41,735.03,742.12,2507342,0.04818284765212186,39750
2026-06-12,TSLA,398.92,407.36,386.77,405.8,1923952,0.48236997911804524,40705
2026-06-15,GOOGL,365.2,372.98,364.5,369.35,942310,0.2431626794258374,20902
2026-06-15,MSFT,399.1,401.75,392.93,399.0,977663,0.3516495095658918,20594
2026-06-15,QQQ,736.0,744.72,735.33,742.33,824343,0.07646325766440314,17107
2026-06-15,SPY,750.91,756.68,750.41,753.57,2143657,0.03543468141617135,36533
2026-06-15,TSLA,411.05,416.0,407.13,408.8,942729,0.334463035958491,24862
2026-06-16,GOOGL,368.9,375.94,367.075,371.74,1181422,0.19099750905797167,26502
2026-06-16,MSFT,400.0,400.0,390.69,392.82,1120887,0.4019827505390459,21334
2026-06-16,QQQ,743.18,746.03,729.16,730.34,1155714,0.09516441102757016,19950
2026-06-16,SPY,754.59,755.44,749.8,750.68,2009363,0.026148909698121038,30550
2026-06-16,TSLA,405.2,412.4,400.55,402.8,877995,0.32790854792911067,20426
2026-06-17,GOOGL,372.085,372.175,362.09,364.51,1020034,0.3740748216297398,21304
2026-06-17,MSFT,393.0,393.1,377.38,382.2,1194066,0.24079614569807864,29266
2026-06-17,QQQ,735.9,735.91,720.85,729.37,930407,0.1414583685664356,17742
2026-06-17,SPY,752.41,752.445,739.25,745.32,3129570,0.039565393495078746,49410
2026-06-17,TSLA,404.52,405.9,393.815,397.435,789408,0.29022520682259256,19582
2026-06-18,GOOGL,364.895,369.47,358.68,367.25,1020944,0.2614149031054897,24667
2026-06-18,MSFT,382.8,382.8,373.28,378.83,1263649,0.34955944972158554,24424
2026-06-18,QQQ,733.93,741.8,731.81,739.9,1363621,0.08729421963040408,25384
2026-06-18,SPY,746.46,748.46,743.52,748.0,1659308,0.03733500445265421,30348
2026-06-18,TSLA,399.59,402.51,384.7,398.6,1327589,0.3875208204281086,29058
